CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS,GB,_freq_
2,4,41,54,48,2,2,1,3200,0,1,1,1,8,1,4000,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,0,30
3,5,37,60,48,2,0,1,3400,0,3,1,0,7,1,1000,Radio or TV or Hifi,Lease,Italian,Others,Car,no credit cards,0,30
0,2,37,60,48,2,0,0,2600,0,1,1,1,3,1,500,Radio or TV or Hifi,Lease,German,Food or Building,Car,no credit cards,0,30
2,4,38,60,48,1,0,1,0,1,3,1,0,0,0,1000,Dept. Store or Mail,Lease,German,Food or Building,Car,Cheque card,0,30
1,3,39,60,48,2,2,1,0,0,1,1,4,2,1,2500,Furniture or Carpet,Lease,German,Food or Building,Car,Mastercard/Euroc,0,30
0,2,22,72,48,2,0,0,2700,0,3,1,0,2,1,1300,Radio or TV or Hifi,,Turkish,Food or Building,Car,no credit cards,0,30
0,2,45,72,48,2,0,0,3300,0,3,1,0,5,1,1300,Leisure,Lease,Turkish,Food or Building,Car,no credit cards,0,30
1,2,32,84,48,1,0,0,2800,0,3,1,0,0,0,1300,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,0,30
0,1,24,96,48,2,2,0,2000,0,1,1,0,0,0,1400,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
2,4,25,96,48,2,0,1,3500,0,3,1,0,5,1,1800,Radio or TV or Hifi,,Turkish,Others,Without Vehicle,no credit cards,0,30
1,2,29,96,48,2,0,0,2600,0,3,1,0,0,0,600,Dept. Store or Mail,Lease,German,Civil Service,Without Vehicle,no credit cards,0,30
1,3,38,96,48,2,0,0,1500,0,1,1,2,3,1,2000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
2,4,38,144,48,1,0,1,0,1,1,1,1,0,0,2000,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,0,30
0,1,20,168,48,2,0,0,3100,0,3,1,0,2,1,800,Dept. Store or Mail,,German,Others,Car,no credit cards,0,30
0,2,43,168,48,1,0,0,0,1,1,1,1,2,1,2500,Dept. Store or Mail,Lease,German,Civil Service,Car,Cheque card,0,30
0,1,57,168,48,2,2,1,0,0,1,1,1,0,0,600,Radio or TV or Hifi,Lease,German,Pensioner,Without Vehicle,Mastercard/Euroc,0,30
0,2,65,168,48,2,0,0,2600,0,1,1,2,4,1,1400,Dept. Store or Mail,Lease,German,Pensioner,Car,no credit cards,0,30
0,2,49,192,48,2,2,1,2400,0,1,1,2,2,1,1500,Radio or TV or Hifi,Lease,Yugoslav,Food or Building,Without Vehicle,no credit cards,0,30
1,3,25,216,48,2,2,1,0,1,1,1,2,4,1,3000,Furniture or Carpet,Lease,Turkish,Others,Car,Cheque card,0,30
0,2,58,216,48,2,0,0,0,1,1,1,1,0,0,600,Dept. Store or Mail,Lease,German,Pensioner,Car,Cheque card,0,30
0,1,60,240,48,1,0,0,1500,0,3,1,0,0,0,2500,Furniture or Carpet,Lease,German,Pensioner,Without Vehicle,no credit cards,0,30
0,1,24,288,48,2,0,1,2100,0,1,1,1,3,1,700,Dept. Store or Mail,,German,Others,Car,no credit cards,0,30
0,2,30,288,48,2,0,0,0,1,3,1,0,3,1,2500,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,0,30
0,1,57,999,48,1,0,0,0,1,1,1,1,0,0,1500,Furniture or Carpet,Lease,German,Pensioner,Without Vehicle,Cheque card,0,30
4,6,64,999,48,2,0,0,3400,0,3,1,0,4,1,1400,Radio or TV or Hifi,Lease,German,Pensioner,Car,no credit cards,0,30
2,4,42,9,45,2,2,0,3100,0,1,1,1,7,1,3000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
0,1,25,12,45,2,0,0,1500,0,1,1,1,4,1,1500,Radio or TV or Hifi,Lease,German,Food or Building,Car,no credit cards,0,30
0,2,55,15,45,2,0,1,2200,0,1,1,2,8,1,1700,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
1,2,39,18,45,2,0,0,1700,0,1,1,1,3,1,800,Dept. Store or Mail,Lease,German,Others,Without Vehicle,no credit cards,0,30
0,1,61,21,45,2,0,0,1600,0,3,1,0,3,1,2000,Furniture or Carpet,Lease,German,Pensioner,Without Vehicle,no credit cards,0,30
2,3,35,36,45,2,0,1,4000,0,1,1,1,0,0,2500,Furniture or Carpet,Lease,German,Others,Car,no credit cards,0,30
1,3,41,36,45,2,0,1,3000,0,1,1,3,9,1,1200,Cars,Lease,German,Others,Car,no credit cards,0,30
2,4,43,42,45,2,2,1,0,1,3,1,0,2,1,1600,Radio or TV or Hifi,Lease,Greek,Others,Without Vehicle,Cheque card,0,30
2,4,25,48,45,2,2,1,3200,0,1,1,1,5,1,2500,Furniture or Carpet,Lease,Turkish,Others,Car,no credit cards,0,30
1,3,29,48,45,1,2,1,0,1,3,1,0,0,0,1400,Furniture or Carpet,Lease,German,Others,Car,Cheque card,0,30
2,4,34,48,45,2,0,0,3100,0,3,1,0,8,1,1900,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,0,30
2,4,42,48,45,2,0,0,2400,0,1,1,2,5,1,800,Radio or TV or Hifi,,German,Others,Car,no credit cards,0,30
1,3,43,48,45,2,0,0,0,1,1,1,2,0,0,1300,Leisure,Lease,German,Civil Service,Car,Cheque card,0,30
0,1,53,48,45,2,0,1,3200,0,1,1,3,6,1,5000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,0,30
0,1,64,48,45,2,2,1,0,1,3,1,0,0,0,2000,Radio or TV or Hifi,Lease,German,Pensioner,Without Vehicle,Cheque card,0,30
0,1,32,54,45,2,1,1,3500,0,1,1,1,7,1,1700,Leisure,Lease,German,Others,Car,no credit cards,0,30
2,4,31,60,45,2,2,1,2200,0,1,1,2,4,1,500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
2,4,39,60,45,2,0,1,2300,0,3,1,0,3,1,1700,Cars,Lease,German,Others,Car,no credit cards,0,30
1,3,43,60,45,2,0,1,0,1,3,1,0,5,1,1000,Furniture or Carpet,Lease,German,Others,Car,Cheque card,0,30
1,2,43,60,45,2,0,1,1900,0,1,1,3,9,1,900,Radio or TV or Hifi,Lease,German,Sea Vojage,Car,no credit cards,0,30
0,2,58,60,45,2,2,1,0,1,3,1,0,0,0,2500,Furniture or Carpet,Lease,German,Pensioner,Car,Cheque card,0,30
0,2,25,72,45,1,0,0,2000,0,1,1,2,0,0,6000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,0,30
0,1,27,72,45,2,1,1,0,0,3,1,0,3,1,3000,Furniture or Carpet,Lease,German,Others,Car,Mastercard/Euroc,0,30
0,2,53,72,45,2,0,0,0,1,3,1,0,0,0,1600,Furniture or Carpet,Lease,German,Others,Without Vehicle,Cheque card,0,30
2,4,34,84,45,1,2,0,0,1,1,1,1,0,0,800,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,0,30
1,3,38,96,45,2,0,0,3100,0,1,1,2,2,1,1800,Dept. Store or Mail,,German,Others,Car,no credit cards,0,30
0,1,20,120,45,2,2,1,2500,0,1,1,1,4,1,1200,Radio or TV or Hifi,,Turkish,State or Steel Ind,Without Vehicle,no credit cards,0,30
0,2,30,120,45,2,0,0,1000,0,3,1,0,3,1,1500,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,0,30
1,2,40,120,45,1,0,0,0,1,3,1,0,0,0,1900,Furniture or Carpet,Lease,German,Civil Service,Car,Cheque card,0,30
0,1,28,144,45,2,0,0,0,1,1,1,3,2,1,3000,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,0,30
0,2,60,168,45,2,0,0,0,0,1,1,0,0,0,1500,Radio or TV or Hifi,Lease,German,Pensioner,Without Vehicle,Mastercard/Euroc,0,30
1,3,24,192,45,2,2,1,2700,0,3,1,0,3,1,4000,Furniture or Carpet,Lease,Turkish,Others,Car,no credit cards,0,30
0,1,21,216,45,2,0,0,0,1,1,1,0,4,1,3000,Furniture or Carpet,Lease,German,Others,Car,Cheque card,0,30
0,2,22,264,45,2,0,1,2100,0,1,1,1,4,1,3000,Dept. Store or Mail,,German,Civil Service,Car,no credit cards,0,30
1,2,25,312,45,1,0,0,0,1,1,1,1,0,0,4000,Furniture or Carpet,Lease,German,Others,Car,Cheque card,0,30
0,1,32,360,45,2,0,0,4000,1,1,1,1,5,1,2500,Dept. Store or Mail,,German,Civil Service,Car,Cheque card,0,30
1,3,28,3,42,1,0,0,2500,1,1,1,1,2,1,1400,Radio or TV or Hifi,,German,Others,Car,Cheque card,0,30
0,2,66,3,42,1,0,0,0,1,1,1,0,0,0,2000,Furniture or Carpet,Lease,German,Pensioner,Car,Cheque card,0,30
0,1,23,6,42,2,0,1,2300,0,3,1,0,9,1,1200,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
0,1,32,12,42,2,0,0,2400,0,1,1,1,3,1,8000,Furniture or Carpet,Owner,German,Others,Car,no credit cards,0,30
1,2,43,12,42,2,0,1,2700,0,1,1,2,4,1,1300,Furniture or Carpet,Lease,German,Others,Car,no credit cards,0,30
0,1,25,18,42,2,2,1,0,0,1,1,2,4,1,3000,Furniture or Carpet,Lease,German,Others,Car,Mastercard/Euroc,0,30
2,3,36,18,42,1,0,0,0,1,1,1,2,0,0,1600,Furniture or Carpet,Lease,German,Civil Service,Car,Cheque card,0,30
0,1,24,21,42,2,0,1,2300,0,1,1,1,2,1,1500,Radio or TV or Hifi,,German,Others,Car,no credit cards,0,30
1,3,31,30,42,2,2,1,0,1,1,1,2,0,0,4000,Radio or TV or Hifi,Lease,German,Civil Service,Car,Cheque card,0,30
0,2,51,30,42,2,0,0,0,1,1,1,1,0,0,1300,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,Cheque card,0,30
0,2,27,36,42,2,0,0,2900,0,3,1,0,6,1,15000,Furniture or Carpet,Lease,German,Others,Car,Mastercard/Euroc,0,30
2,4,37,42,42,2,2,1,0,1,1,1,1,2,1,500,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,0,30
0,1,38,42,42,2,2,1,0,1,3,1,0,2,1,1200,Radio or TV or Hifi,,German,Others,Car,Cheque card,0,30
1,3,26,48,42,2,2,0,0,1,1,1,2,5,1,2000,Radio or TV or Hifi,Lease,German,Civil Service,Without Vehicle,Cheque card,0,30
1,3,30,54,42,2,2,1,0,1,1,1,2,3,1,800,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,0,30
1,2,33,54,42,2,0,0,1800,0,3,1,0,3,1,1500,Furniture or Carpet,Lease,German,Civil Service,Car,no credit cards,0,30
0,1,37,54,42,2,0,1,2500,0,1,1,3,5,1,2000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
2,4,50,54,42,1,0,0,2700,0,1,1,3,7,1,2500,Radio or TV or Hifi,Lease,Turkish,Others,Without Vehicle,no credit cards,0,30
0,1,34,66,42,2,0,0,2000,0,1,1,1,2,1,600,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,0,30
1,2,39,72,42,2,2,1,3400,0,1,1,1,3,1,1500,Radio or TV or Hifi,,German,Civil Service,Car,no credit cards,0,30
0,1,36,84,42,2,0,0,0,1,1,1,2,4,1,600,Furniture or Carpet,Lease,German,Others,Car,Cheque card,0,30
1,3,29,96,42,2,0,1,3000,0,1,1,2,5,1,1500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
4,6,37,96,42,2,2,1,3200,0,1,1,2,2,1,4000,Furniture or Carpet,Owner,German,Others,Car,no credit cards,0,30
0,1,64,96,42,2,0,0,0,1,3,1,0,0,0,1200,Radio or TV or Hifi,Lease,German,Pensioner,Without Vehicle,Cheque card,0,30
1,2,44,108,42,2,0,1,0,1,1,1,2,0,0,800,Radio or TV or Hifi,Lease,German,Civil Service,Car,Cheque card,0,30
1,3,34,144,42,2,0,0,4000,0,3,1,0,2,1,1600,Radio or TV or Hifi,,German,Others,Car,no credit cards,0,30
1,3,39,144,42,2,0,0,0,1,1,1,1,2,1,500,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,0,30
2,4,44,216,42,1,0,0,0,1,1,1,2,0,0,2000,Dept. Store or Mail,Lease,German,Self-employed pe,Car,Cheque card,0,30
0,1,64,264,42,1,0,0,0,1,3,1,0,0,0,3000,Furniture or Carpet,Lease,German,Others,Without Vehicle,Cheque card,0,30
0,1,25,3,39,1,0,0,0,1,3,1,0,2,1,1200,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,0,30
1,3,48,3,39,2,0,0,2900,0,1,1,1,0,0,4000,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,0,30
0,2,50,3,39,2,0,0,2100,0,1,1,1,4,1,9000,Cars,Owner,German,Others,Car,no credit cards,0,30
0,2,54,6,39,2,0,0,2700,0,1,1,2,2,1,1000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
0,1,27,9,39,2,0,0,2000,0,1,1,1,7,1,1300,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
0,1,30,9,39,2,2,0,2600,0,1,1,3,3,1,1400,Radio or TV or Hifi,Lease,German,Food or Building,Car,no credit cards,0,30
2,4,28,12,39,2,2,0,0,1,1,1,1,5,1,600,Radio or TV or Hifi,,German,Others,Car,Cheque card,0,30
1,2,45,15,39,1,0,0,0,1,3,1,0,0,0,1800,Dept. Store or Mail,Lease,German,Civil Service,Car,Cheque card,0,30
3,5,35,18,39,1,0,1,0,1,1,1,1,0,0,1600,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,0,30
0,1,24,30,39,2,0,0,2200,0,3,1,0,3,1,7000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,0,30
0,1,24,30,39,2,0,1,1700,0,3,1,0,7,1,1700,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
1,3,28,30,39,2,0,1,2600,0,1,1,3,7,1,900,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
1,3,31,30,39,1,0,0,0,1,3,1,0,0,0,1200,Radio or TV or Hifi,,German,Others,Without Vehicle,Cheque card,0,30
1,3,31,30,39,2,2,1,3200,1,1,1,6,6,1,600,Radio or TV or Hifi,,German,Others,Car,Cheque card,0,30
2,4,33,30,39,1,0,0,2400,0,1,1,1,0,0,4000,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,0,30
1,3,46,30,39,2,0,0,1800,0,1,1,1,7,1,500,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,0,30
1,3,26,42,39,2,2,1,2500,0,1,1,1,5,1,2500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
0,2,28,42,39,1,0,0,0,1,3,1,0,0,0,4000,Furniture or Carpet,Lease,German,Others,Car,Cheque card,0,30
1,2,28,42,39,2,0,0,0,1,1,1,1,6,1,1500,Furniture or Carpet,Lease,German,Food or Building,Car,Cheque card,0,30
2,4,28,42,39,2,2,1,2500,0,3,1,0,4,1,600,Leisure,Lease,German,Others,Car,no credit cards,0,30
1,2,35,42,39,2,0,0,2400,0,1,1,1,0,0,1100,Furniture or Carpet,Lease,German,Others,Car,no credit cards,0,30
3,5,36,42,39,2,0,0,3300,0,1,1,1,0,0,1500,Furniture or Carpet,Lease,Others,Others,Car,no credit cards,0,30
3,5,41,42,39,2,2,1,3200,0,1,1,3,5,1,900,Furniture or Carpet,,German,Others,Car,no credit cards,0,30
0,1,49,42,39,2,2,1,3000,0,3,1,0,7,1,1600,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
4,6,54,42,39,2,2,1,2000,1,1,1,2,5,1,1300,Radio or TV or Hifi,Lease,Others,Sea Vojage,Without Vehicle,Cheque card,0,30
2,4,24,54,39,1,2,1,2800,0,1,1,2,3,1,800,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,0,30
2,4,26,54,39,2,0,1,2600,0,1,1,1,8,1,1600,Cars,Lease,Greek,Others,Car,no credit cards,0,30
1,3,32,54,39,2,0,1,0,1,1,1,2,2,1,2500,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,0,30
0,1,33,54,39,2,0,1,3500,0,1,1,1,5,1,9000,Leisure,Lease,German,Civil Service,Car,no credit cards,0,30
0,1,29,66,39,2,0,1,2000,0,1,1,1,4,1,2000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
0,1,48,66,39,2,2,1,3200,0,1,1,5,2,1,500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
3,5,40,72,39,2,2,1,5000,0,1,1,3,5,1,2500,Radio or TV or Hifi,Lease,German,Civil Service,Car,no credit cards,0,30
2,4,33,84,39,2,0,0,0,1,1,1,1,0,0,1000,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,0,30
3,5,37,84,39,2,0,1,2300,0,1,1,1,5,1,1700,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,0,30
2,3,40,84,39,2,0,1,2200,0,3,1,0,8,1,2500,Furniture or Carpet,,German,Food or Building,Car,Other credit car,0,30
0,1,19,108,39,2,0,0,1000,0,1,1,0,6,1,1200,Leisure,Lease,Turkish,Others,Without Vehicle,no credit cards,0,30
2,4,34,144,39,1,0,0,0,1,1,1,1,0,0,1400,Furniture or Carpet,Lease,German,Others,Car,Cheque card,0,30
0,2,60,144,39,2,0,0,0,1,3,1,0,0,0,1200,Furniture or Carpet,Lease,German,Pensioner,Without Vehicle,Cheque card,0,30
3,5,34,168,39,2,0,0,3100,0,1,1,2,0,0,1200,Furniture or Carpet,Owner,German,Others,Car,no credit cards,0,30
0,2,45,168,39,1,0,1,0,0,1,1,1,0,0,1900,Furniture or Carpet,Lease,German,Others,Car,Mastercard/Euroc,0,30
1,3,45,168,39,2,0,0,0,1,3,1,0,3,1,1100,Furniture or Carpet,Lease,German,Others,Car,Cheque card,0,30
1,3,22,240,39,2,2,1,1700,0,1,1,2,4,1,1400,Radio or TV or Hifi,Lease,Turkish,Others,Without Vehicle,no credit cards,0,30
1,3,45,240,39,2,2,1,1500,0,3,1,0,2,1,1200,Leisure,Lease,German,Others,Without Vehicle,no credit cards,0,30
0,1,22,264,39,2,0,0,1600,0,1,1,3,4,1,1400,Radio or TV or Hifi,,German,Others,Car,no credit cards,0,30
0,1,23,288,39,2,2,1,2000,0,1,1,1,2,1,4000,Leisure,Lease,German,Others,Car,no credit cards,0,30
0,2,49,288,39,2,0,0,1700,0,3,1,0,0,0,2500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
1,3,56,336,39,2,2,1,2500,0,3,1,0,6,1,3000,Radio or TV or Hifi,Lease,German,Pensioner,Car,no credit cards,0,30
2,3,42,999,39,1,0,0,0,1,3,1,0,3,1,1100,Radio or TV or Hifi,,German,Others,Car,Cheque card,0,30
0,1,19,3,36,2,0,0,1000,0,3,1,0,5,1,1000,Radio or TV or Hifi,,German,Others,Car,no credit cards,0,30
0,1,19,3,36,1,0,0,0,1,3,1,0,2,1,500,Dept. Store or Mail,Lease,German,Food or Building,Car,Cheque card,0,30
0,1,27,3,36,2,0,0,1500,0,1,1,1,3,1,5000,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,0,30
0,2,27,3,36,2,0,0,2000,0,1,1,1,5,1,1600,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
0,1,23,6,36,2,0,1,2500,0,1,1,1,7,1,1500,Radio or TV or Hifi,Lease,German,Military Service,Car,no credit cards,0,30
0,1,23,6,36,2,0,1,3200,0,1,1,2,8,1,1000,Cars,Lease,German,Others,Car,no credit cards,0,30
1,2,23,6,36,2,2,1,2100,0,1,1,2,2,1,800,Radio or TV or Hifi,,Turkish,Others,Car,no credit cards,0,30
0,1,25,6,36,2,0,1,2000,0,1,1,1,2,1,3000,Radio or TV or Hifi,Lease,German,Sea Vojage,Car,VISA Others,0,30
0,1,27,6,36,1,0,1,3100,0,1,1,1,2,1,2500,Dept. Store or Mail,Lease,German,Military Service,Car,no credit cards,0,30
0,1,37,6,36,2,2,1,2100,0,3,1,0,4,1,7000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,0,30
2,4,31,9,36,2,2,1,0,1,1,1,1,0,0,2500,Furniture or Carpet,Lease,German,Civil Service,Car,Cheque card,0,30
0,2,25,12,36,2,0,0,0,0,3,1,0,0,0,1300,Radio or TV or Hifi,Lease,German,Self-employed pe,Car,Mastercard/Euroc,0,30
0,2,25,12,36,2,2,1,3000,0,1,1,0,4,1,1700,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,0,30
3,5,30,12,36,2,0,1,3000,0,3,1,0,4,1,500,Dept. Store or Mail,Lease,Others,Others,Car,Other credit car,0,30
2,4,31,12,36,2,2,1,2800,0,1,1,1,4,1,2000,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,0,30
0,1,21,15,36,2,0,1,1500,0,3,1,0,4,1,600,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,0,30
2,4,32,15,36,2,2,1,5000,0,1,1,2,4,1,1100,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
1,3,23,18,36,2,2,1,2200,0,1,1,0,4,1,1100,Radio or TV or Hifi,Lease,Turkish,Others,Without Vehicle,no credit cards,0,30
0,1,24,18,36,2,2,1,1500,0,3,1,0,2,1,7000,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,0,30
1,3,29,24,36,2,0,0,3100,1,1,1,5,0,0,1500,Radio or TV or Hifi,,German,Civil Service,Car,Cheque card,0,30
2,4,33,24,36,2,0,1,3500,0,1,1,1,5,1,2000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,0,30
2,3,38,24,36,2,0,1,0,1,1,1,1,0,0,900,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,0,30
0,1,21,36,36,2,2,1,1000,0,3,1,0,4,1,1100,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
0,1,22,36,36,1,0,1,2500,0,3,1,0,9,1,1600,Furniture or Carpet,Lease,German,Food or Building,Car,no credit cards,0,30
0,1,24,36,36,2,0,0,3000,0,1,1,1,5,1,1400,Radio or TV or Hifi,Lease,German,Food or Building,Car,no credit cards,0,30
0,1,24,36,36,2,2,1,2000,0,3,1,0,4,1,4000,Radio or TV or Hifi,Lease,German,Food or Building,Car,no credit cards,0,30
0,1,24,36,36,2,2,1,0,1,1,1,0,0,0,2000,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,0,30
1,3,26,36,36,2,0,0,1500,0,1,1,2,7,1,1000,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,0,30
1,2,29,36,36,2,0,1,0,1,1,1,1,0,0,2000,Radio or TV or Hifi,Lease,German,Civil Service,Car,Cheque card,0,30
2,4,33,36,36,2,0,0,0,1,1,1,2,0,0,1400,Radio or TV or Hifi,Lease,German,Civil Service,Car,Cheque card,0,30
3,5,33,36,36,2,2,1,4000,0,1,1,4,6,1,3000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,0,30
3,5,34,36,36,2,0,1,3400,0,1,1,2,7,1,800,Cars,Lease,German,Others,Car,no credit cards,0,30
2,4,37,36,36,2,0,0,2000,0,3,1,0,0,0,10000,Furniture or Carpet,Owner,German,Others,Car,no credit cards,0,30
1,3,55,36,36,2,2,1,10000,1,1,1,2,3,1,3000,Radio or TV or Hifi,Lease,German,Civil Service,Car,Cheque card,0,30
0,1,19,48,36,2,0,0,1500,0,3,1,0,5,1,1800,Furniture or Carpet,Lease,Turkish,Others,Car,no credit cards,0,30
0,1,30,48,36,2,0,1,0,1,1,1,2,4,1,1400,Furniture or Carpet,Lease,German,Others,Without Vehicle,Cheque card,0,30
0,1,31,48,36,2,2,1,2200,0,1,1,1,7,1,3000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
0,2,56,48,36,2,0,0,1600,0,1,1,0,5,1,1800,Radio or TV or Hifi,Lease,German,Pensioner,Car,no credit cards,0,30
1,3,25,60,36,1,0,0,0,1,1,1,1,0,0,800,Radio or TV or Hifi,,German,Others,Car,Cheque card,0,30
0,1,32,60,36,1,0,0,0,1,1,1,1,0,0,600,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,0,30
2,4,35,60,36,2,2,1,0,1,1,1,3,2,1,1000,Furniture or Carpet,Lease,German,Others,Car,Cheque card,0,30
0,1,41,72,36,2,2,1,5000,0,1,1,4,5,1,1800,Radio or TV or Hifi,,German,Self-employed pe,Car,Mastercard/Euroc,0,30
0,2,58,72,36,2,0,0,0,1,3,1,0,0,0,900,Dept. Store or Mail,Lease,German,Pensioner,Without Vehicle,Cheque card,0,30
0,2,58,72,36,2,0,0,3100,0,3,1,0,0,0,6000,Furniture or Carpet,Lease,German,Civil Service,Car,no credit cards,0,30
3,5,29,84,36,2,0,0,3000,0,3,1,0,2,1,800,Furniture or Carpet,Owner,German,Others,Car,no credit cards,0,30
0,2,31,84,36,2,2,0,4000,0,1,1,1,4,1,9000,Furniture or Carpet,Owner,Turkish,Others,Car,no credit cards,0,30
0,2,32,84,36,2,2,1,2100,0,1,1,2,4,1,1600,Radio or TV or Hifi,,Others,Others,Car,no credit cards,0,30
1,3,32,84,36,2,2,1,0,1,1,1,1,0,0,2500,Furniture or Carpet,Lease,German,Civil Service,Car,Cheque card,0,30
2,4,24,96,36,2,2,1,5000,0,1,1,3,6,1,2500,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,0,30
1,3,38,108,36,2,0,1,3500,0,1,1,2,2,1,900,Radio or TV or Hifi,Lease,Others,Others,Car,no credit cards,0,30
0,1,46,120,36,1,0,0,0,1,3,1,0,0,0,4000,Furniture or Carpet,Lease,German,Civil Service,Car,Cheque card,0,30
0,2,46,120,36,2,2,0,0,1,1,1,1,0,0,800,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,0,30
1,3,53,120,36,2,0,1,3000,0,3,1,0,7,1,4000,Leisure,Lease,German,Food or Building,Car,no credit cards,0,30
3,5,43,144,36,2,0,0,3000,0,3,1,0,7,1,1200,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,0,30
0,1,19,168,36,2,0,0,0,1,3,1,0,7,1,600,Radio or TV or Hifi,Lease,German,Food or Building,Car,Cheque card,0,30
1,3,41,168,36,2,0,0,0,1,1,1,1,0,0,800,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,0,30
0,1,63,168,36,2,0,0,0,1,3,1,0,0,0,1100,Furniture or Carpet,Lease,German,Pensioner,Car,Cheque card,0,30
0,1,23,192,36,2,0,0,2300,0,1,1,1,3,1,1000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,0,30
1,3,43,216,36,2,0,1,0,1,1,1,1,0,0,1600,Furniture or Carpet,Lease,German,Civil Service,Car,Cheque card,0,30
0,2,50,216,36,2,0,0,1900,0,1,1,4,0,0,8000,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,0,30
1,3,52,240,36,2,0,0,3300,0,3,1,0,0,0,1200,Furniture or Carpet,Owner,German,Others,Car,no credit cards,0,30
0,2,58,240,36,2,0,0,0,1,1,1,1,0,0,1200,Furniture or Carpet,Lease,German,Others,Without Vehicle,Cheque card,0,30
1,2,27,264,36,1,0,1,0,1,1,1,1,0,0,4000,Furniture or Carpet,Lease,German,Others,Car,Cheque card,0,30
0,2,56,264,36,2,0,1,0,1,1,1,2,0,0,4000,Furniture or Carpet,Lease,German,Food or Building,Car,Cheque card,0,30
1,3,33,999,36,1,2,1,0,1,1,1,1,0,0,500,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,0,30
