CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS
1,2,23,21,54,1,0,0,1800,0,3,1,0,0,0,1400,"Radio, TV, Hifi",,East Germany,Others,Car,no credit cards
0,1,24,312,6,1,0,0,1500,0,1,1,1,2,1,900,"Radio, TV, Hifi",,East Germany,Others,Car,no credit cards
1,2,26,84,144,1,0,0,1800,0,1,1,2,0,0,800,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
2,4,44,168,30,2,0,0,2500,0,1,1,1,0,0,4000,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
2,4,41,108,15,1,0,0,2600,0,3,1,0,0,0,8000,Cars,Lease,East Germany,Others,Car,no credit cards
1,3,25,21,66,1,0,0,0,1,1,1,2,0,0,4000,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
2,4,32,48,144,2,0,0,1900,0,1,1,1,0,0,2000,"Radio, TV, Hifi",,East Germany,"Sea Vojage, Gast",Car,no credit cards
0,1,23,48,9,1,0,0,1700,0,1,1,0,0,0,600,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
0,1,23,18,45,2,2,1,1800,1,3,1,0,0,0,800,"Dept. Store,Mail",Lease,East Germany,Others,Car,Cheque card
0,1,20,240,9,1,0,0,0,1,3,1,0,0,0,2000,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
3,4,34,9,12,1,0,1,0,1,1,1,1,0,0,500,"Dept. Store,Mail",Lease,East Germany,"Food,Building,Ca",Car,Cheque card
1,2,27,42,39,1,0,0,1500,0,3,1,0,2,1,1200,"Radio, TV, Hifi",Lease,East Germany,"Food,Building,Ca",Without Vehicle,no credit cards
0,1,21,12,72,1,0,0,1500,0,1,1,1,0,0,1300,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
0,2,25,9,27,2,0,0,1500,0,1,1,2,0,0,900,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
0,1,21,216,15,1,0,0,2400,0,1,1,0,0,0,600,"Radio, TV, Hifi",Lease,East Germany,Others,Without Vehicle,no credit cards
0,1,32,999,9,2,0,0,1500,0,3,1,0,0,0,2500,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
0,2,60,336,168,2,0,0,2400,0,1,1,2,0,0,15000,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
0,1,21,15,6,1,0,0,1500,0,3,1,0,0,0,600,"Dept. Store,Mail",Lease,East Germany,Others,Car,no credit cards
3,5,39,48,120,2,0,1,2700,0,1,1,3,0,0,1400,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
1,2,26,9,72,1,2,1,2100,0,1,1,1,0,0,1400,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
0,2,49,192,36,2,0,0,1500,0,1,1,1,0,0,6000,"Furniture,Carpet",Owner,East Germany,Others,Car,no credit cards
0,1,24,48,6,1,0,0,0,1,1,1,2,0,0,1200,"Radio, TV, Hifi",Lease,East Germany,Others,Car,Cheque card
0,1,20,120,9,2,0,0,1000,0,3,1,0,0,0,700,"Radio, TV, Hifi",Lease,East Germany,"Food,Building,Ca",Without Vehicle,no credit cards
0,1,35,144,144,1,1,1,0,1,1,1,3,0,0,1000,"Radio, TV, Hifi",Lease,East Germany,Pensioner,Car,Cheque card
1,2,29,24,48,2,0,0,0,1,2,1,1,0,0,800,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
2,4,24,36,9,1,0,0,1700,0,1,1,1,0,0,600,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
1,3,29,15,15,2,0,0,0,1,3,1,0,0,0,1700,Leisure,Lease,East Germany,Others,Car,Cheque card
0,1,21,264,21,1,0,0,2000,0,1,1,2,0,0,1000,"Furniture,Carpet",Lease,East Germany,Military Service,Car,no credit cards
0,1,22,0,6,1,0,0,1800,0,3,1,0,0,0,500,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
2,3,36,0,3,1,0,0,1500,0,2,1,0,0,0,1300,"Dept. Store,Mail",Lease,East Germany,Pensioner,Without Vehicle,no credit cards
1,3,39,36,240,1,0,0,3000,0,1,1,3,0,0,9000,Cars,Owner,East Germany,Others,Car and Motor bi,no credit cards
0,1,60,999,6,2,0,0,1500,0,1,1,1,0,0,4000,"Furniture,Carpet",Owner,East Germany,Others,Car,no credit cards
0,1,24,9,12,1,0,0,1500,0,3,1,0,3,1,1100,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
2,4,33,999,6,1,0,0,2100,0,1,1,1,0,0,20000,Cars,Owner,East Germany,"Food,Building,Ca",Car,no credit cards
3,5,40,54,27,1,0,0,1800,0,1,1,1,3,1,1200,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
0,2,49,21,33,2,0,1,2500,0,1,1,6,0,0,100000,Cars,Lease,East Germany,Others,Car,no credit cards
0,1,23,36,15,1,0,0,2100,0,3,1,0,0,0,2500,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
0,2,49,288,33,1,0,0,1500,1,3,1,0,0,0,6000,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
0,1,20,240,15,2,0,0,3000,0,1,1,1,0,0,1500,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
1,2,38,6,18,2,2,1,1700,0,3,1,0,0,0,700,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
2,4,36,120,288,2,0,0,1500,1,1,1,1,2,1,4000,"Radio, TV, Hifi",Lease,East Germany,"Food,Building,Ca",Without Vehicle,Cheque card
0,1,56,216,288,1,2,0,2000,0,2,1,0,0,0,3000,"Furniture,Carpet",Lease,East Germany,"Food,Building,Ca",Without Vehicle,no credit cards
2,4,35,3,3,1,0,1,0,1,1,1,2,0,0,800,"Furniture,Carpet",Lease,East Germany,"Food,Building,Ca",Car,Cheque card
0,1,26,72,3,1,0,0,0,1,3,1,0,0,0,2000,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
1,2,36,168,30,1,0,0,0,1,2,1,1,0,0,600,"Dept. Store,Mail",Lease,East Germany,Others,Without Vehicle,Cheque card
0,1,22,9,6,1,0,0,0,1,3,1,0,0,0,4000,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
0,2,21,240,36,1,0,0,1500,0,1,1,1,0,0,6000,"Radio, TV, Hifi",Lease,East Germany,"Food,Building,Ca",Car,no credit cards
2,4,32,54,45,1,0,1,2600,0,1,1,2,3,1,1000,"Radio, TV, Hifi",,East Germany,Others,Car,no credit cards
1,2,28,42,15,2,0,0,0,1,3,1,0,0,0,1600,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
0,2,48,48,6,2,0,1,2400,0,1,1,2,3,1,2500,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
2,4,35,42,21,0,0,0,2000,0,3,1,0,0,0,20000,Cars,Lease,East Germany,Others,Car,no credit cards
2,3,33,54,6,1,0,0,0,1,1,1,1,0,0,1000,"Dept. Store,Mail",Lease,East Germany,Others,Car,Cheque card
0,1,20,264,3,1,0,0,1500,0,1,1,2,0,0,1400,"Radio, TV, Hifi",,East Germany,Others,Car,no credit cards
0,1,27,30,39,1,0,0,2400,0,1,1,1,0,0,1300,"Furniture,Carpet",Owner,East Germany,Others,Car,no credit cards
2,3,33,9,168,1,0,0,0,1,3,1,0,0,0,1300,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
3,4,38,6,6,1,0,0,1800,0,3,1,0,0,0,800,"Radio, TV, Hifi",Lease,East Germany,Others,Without Vehicle,no credit cards
1,2,22,84,3,1,0,0,1500,0,1,1,1,2,1,600,"Radio, TV, Hifi",,East Germany,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,23,15,12,2,0,0,2200,0,3,1,0,0,0,1000,"Dept. Store,Mail",,East Germany,Military Service,Car,no credit cards
1,3,47,168,39,2,0,0,2300,0,1,1,1,0,0,600,"Dept. Store,Mail",Lease,East Germany,"Civil Service, M",Car,no credit cards
0,1,23,6,39,1,0,0,0,1,1,1,2,0,0,700,"Dept. Store,Mail",Lease,East Germany,Others,Car,Cheque card
0,2,51,144,999,0,2,1,2000,0,1,1,1,0,0,4000,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
0,2,57,264,18,2,0,0,1000,0,1,1,2,2,1,1000,"Dept. Store,Mail",Lease,East Germany,Pensioner,Car,no credit cards
2,3,35,108,21,1,0,0,0,1,3,1,0,0,0,600,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
1,2,29,144,3,2,0,0,1700,0,3,1,0,0,0,6000,Cars,Lease,East Germany,"Food,Building,Ca",Car,no credit cards
1,3,32,15,9,1,0,1,2400,0,1,1,4,0,0,20000,Cars,Lease,East Germany,Others,Car,no credit cards
0,1,20,168,6,2,0,0,1500,0,3,1,0,0,0,1100,"Dept. Store,Mail",Lease,East Germany,Others,Without Vehicle,no credit cards
1,3,30,30,168,2,2,1,0,1,1,1,2,0,0,600,"Dept. Store,Mail",Lease,East Germany,Others,Car,Cheque card
0,1,21,15,6,1,0,0,1600,0,3,1,0,0,0,900,Cars,Lease,East Germany,Others,Car,no credit cards
2,3,37,108,120,1,0,0,1600,0,2,1,1,0,0,800,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
1,3,33,12,12,2,0,0,0,1,3,1,0,0,0,1700,"Radio, TV, Hifi",Lease,East Germany,"Food,Building,Ca",Without Vehicle,Cheque card
0,1,23,288,18,1,2,0,1500,0,2,1,0,0,0,500,"Dept. Store,Mail",Lease,East Germany,Others,Car,no credit cards
0,1,20,264,24,1,2,0,2000,0,1,1,1,0,0,900,Cars,Lease,East Germany,Military Service,Car,no credit cards
2,4,41,240,33,2,2,0,2200,1,1,1,2,0,0,600,"Radio, TV, Hifi",,East Germany,"Civil Service, M",Car,Cheque card
0,1,19,3,9,1,0,0,1500,0,1,1,2,0,0,600,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
0,1,24,15,3,1,0,0,1500,0,1,1,1,0,0,2500,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
3,4,37,3,30,2,0,0,1900,0,3,1,0,0,0,3000,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
1,2,63,192,96,2,2,1,1500,0,1,1,1,0,0,1500,"Dept. Store,Mail",,East Germany,Pensioner,Without Vehicle,Other credit car
2,4,50,999,108,2,0,0,1500,0,2,1,0,0,0,1000,"Furniture,Carpet",Lease,East Germany,Pensioner,Car,no credit cards
0,1,18,72,6,1,0,0,1500,0,3,1,0,0,0,1800,Cars,Lease,East Germany,Others,Car,no credit cards
3,5,33,42,3,1,0,0,1000,1,3,1,0,0,0,1000,"Dept. Store,Mail",Lease,East Germany,Others,Car,Cheque card
0,1,19,3,3,1,0,0,1900,0,3,1,0,0,0,5000,Cars,Lease,East Germany,Others,Car,no credit cards
0,1,23,192,33,2,0,0,1500,0,3,1,0,0,0,9000,Cars,Lease,East Germany,Others,Car,no credit cards
2,4,51,264,54,1,2,1,1800,0,1,1,1,0,0,500,"Dept. Store,Mail",Lease,East Germany,"Civil Service, M",Car,no credit cards
0,2,38,21,12,1,0,0,1700,0,1,1,1,0,0,5000,Cars,Lease,East Germany,Others,Car,no credit cards
1,2,30,15,54,2,0,0,0,1,1,1,1,0,0,2000,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
3,4,45,120,3,1,0,0,1700,0,3,1,0,0,0,5000,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
1,2,49,66,3,1,0,0,1900,0,1,1,1,0,0,800,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
0,1,25,6,24,2,0,0,0,1,1,1,3,0,0,900,"Dept. Store,Mail",,East Germany,"Food,Building,Ca",Car,Cheque card
1,2,33,54,84,1,0,0,0,0,3,1,0,0,0,2500,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Mastercard/Euroc
0,1,31,0,9,1,0,0,1500,0,3,1,0,0,0,2000,"Radio, TV, Hifi",Lease,East Germany,Others,Without Vehicle,no credit cards
0,2,53,168,999,2,2,0,1800,0,1,1,2,0,0,2000,"Radio, TV, Hifi",Owner,East Germany,Others,Car,no credit cards
0,1,20,240,18,2,0,0,2000,0,3,1,0,0,0,1100,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
3,5,37,144,144,2,0,0,2100,1,1,1,0,0,0,9000,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
0,1,19,240,18,2,0,0,1000,0,3,1,0,0,0,1900,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
1,3,39,168,42,2,0,0,2400,0,1,1,2,0,0,15000,"Furniture,Carpet",Owner,East Germany,Self-employed pe,Car,no credit cards
0,1,18,6,9,1,0,0,2200,0,1,1,1,0,0,1000,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
2,4,40,42,60,2,0,0,2200,0,1,1,1,0,0,1200,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
1,2,47,0,21,1,1,0,1000,0,2,1,1,0,0,500,"Furniture,Carpet",Lease,East Germany,Pensioner,Without Vehicle,no credit cards
0,1,25,54,33,1,0,0,0,1,3,1,0,0,0,1700,"Furniture,Carpet",Lease,East Germany,"Food,Building,Ca",Without Vehicle,Cheque card
0,1,21,84,15,1,0,0,0,1,1,1,1,0,0,1300,Cars,Lease,East Germany,Others,Car,Cheque card
0,2,53,999,54,1,0,0,1500,0,1,1,0,0,0,6000,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
1,3,32,18,3,2,1,1,0,1,1,1,2,0,0,700,"Radio, TV, Hifi",Lease,East Germany,Others,Car,Cheque card
2,3,54,15,6,1,0,0,1500,0,3,1,0,0,0,1600,"Radio, TV, Hifi",Lease,East Germany,Pensioner,Without Vehicle,no credit cards
2,4,43,24,48,2,0,1,3500,0,1,1,7,0,0,10000,Cars,Lease,East Germany,Others,Car,no credit cards
2,4,35,60,3,2,0,0,0,0,3,1,0,0,0,600,"Dept. Store,Mail",Lease,East Germany,Others,Car,Mastercard/Euroc
1,2,30,30,15,2,0,1,2000,0,2,1,1,0,0,2500,"Radio, TV, Hifi",Lease,East Germany,Others,Car,no credit cards
2,4,30,60,168,1,1,1,2900,0,2,1,3,0,0,1900,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
1,3,24,288,21,1,0,1,1800,0,1,1,2,0,0,4000,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
0,1,29,30,6,1,0,1,1500,0,2,1,1,0,0,1300,"Radio, TV, Hifi",,East Germany,Others,Without Vehicle,no credit cards
1,3,22,36,3,2,0,0,1900,0,3,1,0,0,0,600,Cars,Lease,East Germany,Others,Car,no credit cards
1,2,27,0,12,1,0,1,0,1,1,1,1,0,0,1500,"Dept. Store,Mail",Lease,East Germany,"Food,Building,Ca",Car,Cheque card
0,2,28,15,9,2,0,0,0,1,1,1,0,3,1,1700,"Radio, TV, Hifi",Lease,East Germany,Chemical Industr,Car,Cheque card
0,1,39,36,18,2,0,0,1500,0,2,1,1,0,0,4000,Cars,Lease,East Germany,Others,Without Vehicle,no credit cards
1,2,26,15,60,1,0,0,3500,1,3,1,0,3,1,2500,"Radio, TV, Hifi",,East Germany,Others,Car,Cheque card
3,5,29,54,42,2,0,0,2700,0,1,1,2,0,0,1200,"Dept. Store,Mail",Owner,East Germany,"Food,Building,Ca",Car,no credit cards
0,2,31,18,9,1,0,0,1900,0,1,1,1,0,0,2500,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,no credit cards
0,1,27,42,54,1,2,1,2200,0,1,1,1,0,0,5000,"Furniture,Carpet",Lease,East Germany,Military Service,Without Vehicle,no credit cards
0,1,21,3,54,1,0,1,0,1,1,1,1,0,0,1400,"Furniture,Carpet",Lease,East Germany,Others,Car,Cheque card
0,1,22,30,6,1,0,0,1600,0,1,1,1,0,0,1400,Cars,Lease,East Germany,"Food,Building,Ca",Car,no credit cards
0,2,62,312,21,2,1,0,1500,0,2,1,4,0,0,700,"Furniture,Carpet",Lease,East Germany,Pensioner,Without Vehicle,no credit cards
0,1,21,144,9,2,0,0,0,1,3,1,0,0,0,3000,"Radio, TV, Hifi",Lease,East Germany,Others,Car,Cheque card
1,3,28,48,21,1,2,1,10000,1,1,1,1,0,0,4000,"Radio, TV, Hifi",,East Germany,Others,Car,Cheque card
1,2,29,6,21,1,0,1,0,1,1,1,1,0,0,1200,"Radio, TV, Hifi",Lease,East Germany,Others,Car,Cheque card
0,2,48,120,18,2,0,0,1500,1,1,1,2,0,0,1200,"Furniture,Carpet",Lease,East Germany,Pensioner,Car,Cheque card
0,1,27,120,12,1,0,0,2400,0,2,1,1,0,0,1700,"Dept. Store,Mail",Lease,East Germany,"Food,Building,Ca",Car,no credit cards
1,3,32,42,6,2,0,0,2000,0,2,1,1,0,0,1100,"Dept. Store,Mail",Lease,East Germany,Others,Car,no credit cards
2,3,39,12,39,1,0,0,1700,0,1,1,1,0,0,2000,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
0,1,20,0,54,1,0,0,0,1,3,1,0,0,0,500,"Dept. Store,Mail",Lease,East Germany,Others,Without Vehicle,Cheque card
0,1,19,12,36,1,0,0,1500,0,3,0,0,0,0,1500,"Dept. Store,Mail",Lease,East Germany,Others,Without Vehicle,no credit cards
2,4,40,108,48,1,2,1,2700,0,3,1,0,0,0,4000,"Furniture,Carpet",Lease,East Germany,Others,Car,Mastercard/Euroc
0,1,53,999,27,2,0,0,1800,0,1,1,0,0,0,3000,"Radio, TV, Hifi",Lease,East Germany,"Civil Service, M",Without Vehicle,no credit cards
2,3,27,66,9,1,0,0,1500,0,2,1,0,0,0,700,"Dept. Store,Mail",Lease,East Germany,Others,Car,no credit cards
0,2,37,72,33,1,0,0,1600,0,1,1,1,0,0,15000,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
0,2,67,999,84,2,2,1,1000,0,1,1,3,0,0,1100,"Furniture,Carpet",Lease,East Germany,Pensioner,Without Vehicle,no credit cards
2,3,27,54,6,1,0,1,2000,0,1,1,1,0,0,5000,"Furniture,Carpet",Lease,East Germany,Others,Car,no credit cards
1,2,44,6,120,1,0,0,0,1,3,1,0,0,0,1200,"Furniture,Carpet",Lease,East Germany,Others,Without Vehicle,Cheque card
0,2,34,15,54,2,2,1,100000,0,1,1,3,6,1,100000,,Owner,German,Others,Car,Mastercard/Euroc
4,6,39,216,96,2,0,0,4000,0,2,1,0,3,1,0,,Lease,Turkish,"Food,Building,Ca",Car,no credit cards
2,4,37,108,27,2,2,1,2600,0,1,1,1,4,1,0,,Lease,German,Others,Car,no credit cards
0,2,34,9,54,2,0,0,1500,0,1,1,0,9,1,0,,Lease,German,Others,Without Vehicle,no credit cards
0,2,51,288,66,2,0,0,0,1,1,1,1,0,0,4000,"Radio, TV, Hifi",Lease,East Germany,Others,Car,Cheque card
0,2,20,3,33,1,0,0,2300,0,1,1,1,7,1,1000,"Dept. Store,Mail",Lease,Turkish,Others,Without Vehicle,no credit cards
0,2,22,12,12,1,0,1,2700,0,1,1,2,4,1,1300,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
0,1,19,0,3,1,0,0,0,1,1,1,0,4,1,500,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,Cheque card
0,1,22,3,6,2,0,0,1600,0,3,1,0,3,1,4000,"Furniture,Carpet",Lease,Italian,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,2,18,240,15,2,0,0,1000,0,3,1,0,4,1,1800,"Radio, TV, Hifi",,Turkish,Others,Without Vehicle,no credit cards
0,1,19,240,27,2,0,0,1000,0,3,1,0,3,1,1700,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
0,1,22,3,9,2,0,0,1700,1,3,1,0,3,1,1000,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,Cheque card
0,2,21,0,18,1,0,0,0,1,3,1,0,8,1,2500,"Furniture,Carpet",Lease,Others,Others,Car,Cheque card
0,1,21,264,54,2,0,1,2200,0,1,1,1,6,1,800,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
2,4,22,54,54,2,0,1,2600,0,1,1,3,0,0,1800,"Radio, TV, Hifi",,Turkish,Others,Without Vehicle,no credit cards
0,1,18,48,54,2,0,0,1500,0,3,1,0,4,1,1400,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
0,2,21,3,6,2,0,0,1000,0,3,1,0,5,1,700,"Furniture,Carpet",,German,Others,Without Vehicle,no credit cards
0,1,21,96,18,2,0,1,1700,0,1,1,1,3,1,2500,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Without Vehicle,no credit cards
0,1,22,264,6,2,0,0,0,1,3,1,0,2,1,2000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,Cheque card
0,1,18,12,15,2,0,0,1000,0,3,1,0,4,1,800,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards
0,1,20,3,3,2,0,0,1500,1,3,0,0,3,1,1200,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Without Vehicle,Cheque card
0,2,20,3,12,2,0,1,2500,0,1,1,1,8,1,2000,Cars,Lease,German,Others,Car,no credit cards
0,1,20,12,6,2,0,0,1800,0,3,1,0,3,1,1500,"Radio, TV, Hifi",Lease,Yugoslav,"Sea Vojage, Gast",Car,no credit cards
0,1,22,144,6,2,0,1,2200,0,1,1,3,5,1,8000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
0,1,18,9,18,2,0,0,1000,0,3,1,0,3,1,500,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
2,3,22,24,6,1,0,0,3000,0,3,1,0,7,1,1200,"Radio, TV, Hifi",Lease,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,21,6,6,2,0,0,2000,0,1,1,1,4,1,1000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,22,9,15,1,0,0,1500,0,3,1,0,0,0,600,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
0,1,22,15,27,2,0,0,1500,0,3,1,0,5,1,900,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
0,2,21,12,6,1,0,0,1000,0,1,1,0,5,1,1800,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
0,1,18,216,15,2,0,0,1800,0,3,1,0,7,1,500,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,20,3,3,2,0,0,1500,0,1,1,0,4,1,900,"Radio, TV, Hifi",Lease,Others,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,20,12,12,1,0,0,1500,0,3,1,0,5,1,1300,"Dept. Store,Mail",Lease,Greek,Others,Without Vehicle,no credit cards
0,1,20,96,60,2,0,0,2000,0,3,1,0,5,1,1900,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
0,1,19,48,33,2,0,0,1600,0,1,1,0,7,1,2000,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,no credit cards
0,1,21,264,6,2,0,0,1600,0,2,1,1,4,1,800,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
0,1,19,0,18,1,0,0,2300,0,1,1,0,5,1,2500,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,2,22,3,42,1,0,0,0,1,3,1,0,4,1,1200,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,Cheque card
0,1,20,6,6,1,0,0,1700,0,3,1,0,9,1,1100,"Radio, TV, Hifi",Lease,Italian,Others,Car,no credit cards
0,1,19,21,6,2,0,0,1600,0,3,1,0,5,1,1000,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
0,1,22,6,6,2,0,0,1500,0,3,1,0,5,1,6000,"Furniture,Carpet",Lease,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,21,3,60,2,0,1,2800,0,2,1,0,7,1,2000,"Radio, TV, Hifi",Lease,German,Self-employed pe,Without Vehicle,no credit cards
0,1,18,30,33,2,0,0,0,1,1,1,1,5,1,800,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
0,1,22,0,15,1,0,0,1800,0,3,1,0,3,1,500,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,22,120,3,2,0,0,1000,0,3,1,0,5,1,600,"Dept. Store,Mail",,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,19,108,27,2,0,0,1000,0,3,1,0,2,1,700,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
0,2,19,6,42,2,0,0,1500,0,3,1,0,5,1,900,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,2,22,12,9,1,0,0,2000,0,1,1,0,5,1,3000,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
0,1,20,120,3,2,0,0,1800,0,3,0,0,5,1,20000,Cars,Lease,Others,Others,Car,no credit cards
0,1,19,144,15,2,0,1,1000,0,1,1,1,4,1,1400,Cars,Lease,German,Others,Car,no credit cards
0,1,18,192,30,2,0,0,1000,0,1,1,0,3,1,800,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,20,18,18,2,0,0,1900,0,3,1,0,9,1,900,"Dept. Store,Mail",Lease,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,19,36,33,2,0,0,1000,0,1,1,2,7,1,500,Cars,Lease,German,Others,Car,no credit cards
0,1,21,120,24,2,0,0,1500,0,3,1,0,4,1,2000,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
0,1,22,9,3,2,0,0,1900,0,3,1,0,4,1,1900,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
0,1,19,21,24,2,0,0,2000,0,1,1,1,2,1,800,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards
0,1,22,3,6,2,0,0,1500,0,1,1,1,4,1,800,"Radio, TV, Hifi",,German,"Food,Building,Ca",Car,no credit cards
1,3,21,96,9,2,0,1,2800,0,2,1,1,4,1,1600,"Dept. Store,Mail",,German,Others,Car,no credit cards
0,1,21,9,12,2,0,0,1900,1,1,1,0,3,1,2500,"Dept. Store,Mail",,German,"Civil Service, M",Car,Cheque card
0,1,19,48,3,2,0,0,2000,0,3,1,0,7,1,4000,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards
0,1,21,120,3,2,0,0,1700,0,3,1,0,4,1,10000,Cars,Lease,German,Others,Car,no credit cards
0,1,22,96,54,1,0,0,2500,0,1,1,0,3,1,2500,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,no credit cards
1,2,22,6,21,2,0,0,1700,0,2,1,1,3,1,1000,Cars,Lease,German,Military Service,Car,no credit cards
0,1,22,30,30,1,0,0,1500,0,3,1,0,2,1,1900,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Without Vehicle,no credit cards
0,1,19,3,3,2,0,0,1600,0,3,1,0,9,1,900,"Radio, TV, Hifi",Lease,Italian,"Food,Building,Ca",Without Vehicle,no credit cards
1,3,20,0,3,2,0,0,2800,0,3,1,0,6,1,900,Cars,Lease,Turkish,Others,Car,no credit cards
0,1,21,36,3,1,0,0,1500,0,2,1,1,4,1,1500,"Furniture,Carpet",Lease,German,"Civil Service, M",Without Vehicle,no credit cards
